ID,Word,SER
2819,leeway,2.70
2820,left,1.70
2821,leg,2.80
2822,legal,2.27
2823,legend,2.73
2824,legion,2.09
2825,leisure,3.40
2826,lemon,4.50
2827,length,1.70
2828,lens,1.90
2829,lent,1.70
2830,leopard,4.60
2831,leper,3.09
2832,lesion,3.40
2833,less,1.45
2834,lesson,2.40
2835,lest,1.20
2836,let,1.40
2837,lethal,4.90
2838,letter,3.60
2839,lettuce,3.82
2840,level,1.91
2841,lever,2.27
2842,lewd,2.73
2843,liar,3.60
2844,libel,1.89
2845,lice,3.09
2846,licence,3.00
2847,license,3.64
2848,lick,4.80
2849,lid,1.90
2850,lieu,1.45
2851,life,2.82
2852,lift,3.00
2853,like,1.45
2854,lilac,4.50
2855,lilly,3.55
2856,lilt,1.50
2857,lily,3.27
2858,limb,2.27
2859,limber,3.89
2860,limbo,4.20
2861,lime,4.30
2862,limit,2.30
2863,line,2.50
2864,linen,3.80
2865,linger,2.45
2866,lingo,2.00
2867,linguist,2.27
2868,lining,2.27
2869,link,1.55
2870,lint,3.20
2871,lion,5.00
2872,liqueur,3.91
2873,liquid,4.00
2874,liquor,5.10
2875,lisp,3.58
2876,list,2.27
2877,listen,4.30
2878,lit,3.08
2879,liter,3.20
2880,lithe,1.82
2881,litter,4.80
2882,little,2.90
2883,live,2.45
2884,liver,2.90
2885,lizard,4.36
2886,llama,3.91
2887,load,2.36
2888,loaf,3.18
2889,loan,1.75
2890,loath,3.00
2891,loathe,2.55
2892,lob,2.30
2893,lobby,3.00
2894,lobe,3.09
2895,lobster,5.00
2896,local,2.40
2897,locate,1.70
2898,lock,2.55
2899,locker,3.80
2900,locket,3.70
2901,locust,4.27
2902,lode,1.10
2903,lodge,2.18
2904,loft,2.00
2905,log,2.75
2906,logic,2.91
2907,logo,3.00
2908,loin,2.55
2909,lone,2.18
2910,lonesome,3.82
2911,long,2.27
2912,look,3.00
2913,lookout,2.70
2914,loom,2.45
2915,loon,1.45
2916,loop,1.50
2917,loopy,3.30
2918,loose,2.30
2919,loot,3.36
2920,lord,3.36
2921,lore,2.25
2922,lose,2.45
2923,loss,2.64
2924,lost,3.18
2925,lot,1.36
2926,lotion,4.45
2927,lotto,3.00
2928,loud,4.18
2929,lounge,2.50
2930,louse,2.09
2931,love,4.82
2932,loyal,2.60
2933,lucid,3.27
2934,luck,1.50
2935,lucky,2.73
2936,lug,3.09
2937,luggage,3.60
2938,lull,2.36
2939,lumbar,2.55
2940,lumber,3.73
2941,lump,2.64
2942,lunar,3.09
2943,lunch,3.82
2944,lung,3.91
2945,lunge,3.64
2946,lupus,3.90
2947,lurch,2.09
2948,lurid,1.91
2949,lurk,3.09
2950,luscious,3.64
2951,lush,2.55
2952,lust,2.82
2953,lute,1.75
2954,lye,1.91
2955,lymph,1.45
2956,lynch,3.70
2957,lynx,2.27
2958,lyre,2.80
2959,lyric,3.90
2960,lyrics,5.10
2961,ma,1.90
2962,mace,2.82
2963,machine,3.50
2964,macho,3.70
2965,mad,2.55
2966,madam,2.91
2967,madame,2.20
2968,made,1.45
2969,maggot,4.00
2970,magic,4.00
2971,magnet,4.80
2972,maid,2.36
2973,maiden,3.09
2974,mail,3.27
2975,maim,2.09
2976,maintain,2.20
2977,maize,2.00
2978,major,2.80
2979,make,1.09
2980,makeup,3.50
2981,male,3.00
2982,malice,2.80
2983,mall,2.27
2984,malt,2.18
2985,mambo,2.78
2986,mammal,4.18
2987,mammoth,3.73
2988,man,4.09
2989,manage,2.55
2990,mandate,2.00
2991,mandrake,2.55
2992,mane,3.50
2993,manger,2.30
2994,mango,5.00
2995,manner,3.20
2996,manor,2.40
2997,mansion,4.40
2998,mantel,2.50
2999,mantle,2.91
3000,mantra,2.82
3001,manure,4.55
3002,many,2.64
3003,map,2.55
3004,maple,4.10
3005,marble,3.00
3006,march,2.40
3007,margin,2.70
3008,mark,2.83
3009,market,4.40
3010,maroon,5.00
3011,marquee,2.40
3012,marquis,2.00
3013,marriage,4.30
3014,marrow,2.82
3015,marry,4.09
3016,marsh,3.00
3017,mart,1.45
3018,martial,2.90
3019,martyr,2.36
3020,marvel,3.27
3021,mascot,4.70
3022,mash,2.80
3023,mask,2.40
3024,mason,1.90
3025,mass,1.45
3026,massage,4.82
3027,masseuse,4.55
3028,massive,4.09
3029,mast,2.18
3030,master,3.73
3031,mat,1.91
3032,match,3.45
3033,mate,2.64
3034,math,2.73
3035,matrix,2.91
3036,matron,1.90
3037,matter,2.00
3038,mattress,4.30
3039,mature,2.60
3040,matzo,2.56
3041,maul,4.33
3042,mauve,1.82
3043,maxim,2.10
3044,may,2.10
3045,maybe,2.45
3046,mayhem,4.27
3047,mayor,2.55
3048,maze,3.45
3049,me,2.33
3050,mead,1.50
3051,meadow,5.00
3052,meager,2.40
3053,meal,3.91
3054,mean,2.45
3055,meant,1.10
3056,measure,2.82
3057,meat,4.20
3058,medal,3.55
3059,meddle,2.80
3060,medic,3.20
3061,medley,3.00
3062,meek,1.80
3063,meet,1.80
3064,meeting,3.30
3065,mega,2.50
3066,melon,4.27
3067,melt,3.82
3068,member,3.00
3069,membrane,3.60
3070,memo,2.00
3071,men,2.60
3072,menace,4.00
3073,mend,1.60
3074,mental,4.00
3075,mention,1.90
3076,mentor,3.18
3077,menu,4.00
3078,meow,5.09
3079,merchant,3.00
3080,mercy,3.00
3081,mere,1.08
3082,merge,2.60
3083,meringue,3.00
3084,merit,2.00
3085,merry,4.82
3086,mesh,2.83
3087,mess,3.40
3088,message,3.60
3089,met,1.27
3090,metal,3.80
3091,meter,3.00
3092,methane,3.30
3093,method,1.91
3094,metro,3.82
3095,mew,2.70
3096,mice,2.90
3097,micro,2.09
3098,mid,1.27
3099,middle,3.20
3100,midget,4.70
3101,midnight,4.55
3102,midst,1.00
3103,miff,1.90
3104,might,1.70
3105,mignon,3.36
3106,mike,1.55
3107,milch,1.36
3108,mild,1.91
3109,mile,2.82
3110,mileage,2.73
3111,milk,5.00
3112,mill,2.00
3113,mime,2.64
3114,mimic,2.64
3115,mince,2.80
3116,mind,2.58
3117,mine,2.08
3118,mingle,3.00
3119,mini,3.00
3120,minion,2.40
3121,mink,3.00
3122,minor,2.60
3123,minstrel,2.18
3124,mint,3.83
3125,minus,2.00
3126,minute,3.00
3127,mirage,3.60
3128,mirror,3.73
3129,mirth,2.00
3130,mischief,3.30
3131,misfit,3.82
3132,mishap,2.50
3133,miss,2.55
3134,missile,4.45
3135,mission,3.45
3136,mist,3.80
3137,mistake,3.09
3138,mister,3.10
3139,mistress,2.73
3140,mite,1.90
3141,mitt,2.83
3142,mix,2.82
3143,mixture,3.00
3144,moan,4.50
3145,moat,1.73
3146,mob,3.27
3147,mobile,2.91
3148,mock,2.50
3149,mode,1.20
3150,model,3.18
3151,modem,2.70
3152,modest,2.09
3153,module,2.10
3154,mogul,1.80
3155,moist,3.82
3156,moisture,4.80
3157,mold,3.91
3158,mole,2.45
3159,molest,3.73
3160,moll,1.10
3161,molten,4.60
3162,moment,3.27
3163,mommy,5.18
3164,monarch,3.45
3165,money,4.80
3166,mongoose,3.10
3167,mongrel,3.27
3168,monk,2.10
3169,monkey,4.09
3170,monsoon,3.90
3171,monster,4.91
3172,montage,4.00
3173,month,1.50
3174,mooch,1.90
3175,mood,3.09
3176,moon,3.82
3177,moor,1.73
3178,moose,3.70
3179,moot,1.55
3180,mop,2.58
3181,mope,3.17
3182,moral,2.40
3183,morale,2.27
3184,morbid,3.55
3185,morgue,3.10
3186,morn,2.10
3187,morning,5.40
3188,moron,3.36
3189,morphine,3.09
3190,morsel,4.50
3191,mortal,2.27
3192,mortar,3.90
3193,mortgage,2.40
3194,mosey,2.18
3195,mosque,3.64
3196,moss,2.30
3197,most,1.27
3198,motel,4.20
3199,moth,3.64
3200,mother,5.20
3201,motif,1.90
3202,motion,4.30
3203,motive,2.30
3204,motley,2.22
3205,motor,4.60
3206,motto,2.00
3207,mound,3.27
3208,mount,3.00
3209,mountain,4.70
3210,mousse,3.55
3211,moustache,4.82
3212,move,2.30
3213,movement,3.09
3214,movie,5.20
3215,mow,2.50
3216,much,1.64
3217,muck,2.70
3218,mucus,5.20
3219,mud,3.40
3220,muff,2.00
3221,muffin,4.18
3222,mug,3.30
3223,mulch,4.18
3224,mule,1.91
3225,mull,1.58
3226,mullet,4.55
3227,mum,2.10
3228,mumble,3.55
3229,mumbo,1.89
3230,mummy,4.18
3231,mumps,1.90
3232,munch,3.10
3233,munchkin,4.00
3234,mundane,2.18
3235,mural,2.80
3236,murder,4.50
3237,murk,1.64
3238,murmur,3.27
3239,muscle,5.36
3240,muse,2.73
3241,mush,3.45
3242,music,6.00
3243,musk,3.45
3244,musket,3.50
3245,muss,2.09
3246,must,2.25
3247,mustache,5.00
3248,mustard,3.64
3249,muster,2.09
3250,mutant,4.18
3251,mute,3.17
3252,mutt,1.73
3253,mutton,3.80
3254,muzzle,3.73
3255,my,1.73
3256,myself,5.20
3257,mystic,2.82
3258,myth,1.90
3259,nab,2.09
3260,nag,2.25
3261,nail,3.60
3262,naive,2.20
3263,naked,5.00
3264,name,2.33
3265,nanny,4.30
3266,nap,3.90
3267,napalm,2.30
3268,nape,1.91
3269,napkin,3.20
3270,narrow,2.80
3271,nasal,4.09
3272,nasty,3.36
3273,nation,3.90
3274,native,1.82
3275,nature,5.00
3276,naught,1.50
3277,naughty,4.40
3278,nauseous,4.91
3279,naval,4.60
3280,navel,3.27
3281,navy,4.10
3282,nay,2.64
3283,near,2.10
3284,neat,2.55
3285,neck,3.20
3286,necklace,4.10
3287,nectar,5.70
3288,need,1.80
3289,needle,4.91
3290,neglect,2.91
3291,neigh,3.10
3292,neighbor,3.30
3293,neither,1.45
3294,neon,4.18
3295,nephew,2.73
3296,nerve,2.82
3297,nervous,4.09
3298,net,3.82
3299,network,2.09
3300,neural,3.00
3301,neuter,3.45
3302,neutral,1.73
3303,never,2.18
3304,new,1.91
3305,next,1.27
3306,nexus,1.90
3307,nibble,5.00
3308,nice,2.82
3309,niche,2.33
3310,nick,2.00
3311,nickel,3.60
3312,niece,2.00
3313,nigh,1.50
3314,night,4.18
3315,nightmare,5.00
3316,nil,1.09
3317,nimble,3.60
3318,nine,2.18
3319,ninja,5.00
3320,ninth,1.40
3321,nip,3.08
3322,nipple,5.50
3323,nitrate,3.10
3324,nitro,3.60
3325,nitrous,3.00
3326,nix,1.36
3327,no,1.70
3328,noble,3.45
3329,nod,2.50
3330,node,1.82
3331,noggin,3.09
3332,noise,3.73
3333,nomad,3.40
3334,none,1.73
3335,noodle,4.36
3336,nook,2.50
3337,noon,2.73
3338,noose,2.55
3339,nor,1.00
3340,norm,2.42
3341,normal,2.00
3342,north,2.75
3343,nose,3.82
3344,nostril,5.00
3345,not,1.10
3346,notch,2.17
3347,note,2.30
3348,nothing,2.73
3349,notice,2.70
3350,notion,1.64
3351,noun,1.55
3352,novel,3.80
3353,novice,2.09
3354,now,1.40
3355,nowhere,2.50
3356,nub,2.45
3357,nude,3.30
3358,nudge,3.20
3359,nugget,4.10
3360,nuisance,2.50
3361,null,1.90
3362,numb,3.58
3363,number,2.45
3364,nun,2.64
3365,nurse,4.27
3366,nurture,2.73
3367,nut,4.00
3368,nutmeg,4.90
3369,nylon,2.64
3370,nylons,2.45
3371,nymph,2.70
3372,oaf,1.90
3373,oak,2.10
3374,oar,2.30
3375,oat,3.00
3376,oath,1.83
3377,obey,2.64
3378,object,2.20
3379,oblige,1.64
3380,obscene,3.40
3381,obscure,2.10
3382,observe,3.70
3383,obsess,2.82
3384,obstruct,3.00
3385,obtain,2.55
3386,occult,2.09
3387,occur,1.91
3388,ocean,6.00
3389,odd,2.45
3390,ode,1.91
3391,odor,4.00
3392,of,1.09
3393,offend,2.73
3394,offense,3.30
3395,offer,2.50
3396,office,3.27
3397,oft,1.55
3398,ogre,4.40
3399,ointment,4.45
3400,okay,2.40
3401,old,2.60
3402,olive,4.50
3403,omelet,4.90
3404,omelette,4.64
3405,omen,3.00
3406,on,1.18
3407,once,1.20
3408,one,1.55
3409,onion,4.36
3410,only,1.45
3411,onset,1.70
3412,ooze,3.64
3413,opal,2.73
3414,open,2.45
3415,oppose,2.36
3416,opt,1.27
3417,optic,3.45
3418,option,2.60
3419,opus,2.09
3420,or,1.00
3421,oral,5.64
3422,orb,3.17
3423,orbit,2.45
3424,orchard,4.20
3425,orchid,4.00
3426,ordeal,2.00
3427,order,2.00
3428,ore,1.73
3429,organ,3.00
3430,orgy,4.27
3431,orphan,4.10
3432,ostrich,4.73
3433,other,2.18
3434,ouch,4.00
3435,ought,1.45
3436,ounce,2.18
3437,our,1.64
3438,oust,2.18
3439,out,2.30
3440,outfit,5.00
3441,outlet,2.70
3442,outrage,4.00
3443,oval,3.18
3444,oven,4.36
3445,over,1.50
3446,owe,1.17
3447,owl,3.45
3448,own,2.27
3449,ox,2.67
3450,oyster,3.64
3451,ozone,4.00
3452,pa,1.55
3453,pace,2.55
3454,pack,3.20
3455,package,4.20
3456,packet,3.10
3457,pact,1.45
3458,pad,2.83
3459,paddle,3.55
3460,paddy,2.80
3461,pagan,2.90
3462,page,2.42
3463,pageant,2.60
3464,pail,2.20
3465,pain,4.18
3466,paint,4.82
3467,pair,1.82
3468,paisley,2.64
3469,pal,2.55
3470,palace,4.10
3471,palate,2.45
3472,palette,2.91
3473,pall,1.64
3474,palm,2.60
3475,palsy,3.00
3476,paltry,2.10
3477,pamper,3.09
3478,pamphlet,2.73
3479,pan,2.80
3480,panda,3.50
3481,pane,2.10
3482,panel,2.18
3483,pang,4.10
3484,panic,4.50
3485,pansy,4.27
3486,pant,2.83
3487,panther,4.50
3488,pantry,3.55
3489,pants,3.00
3490,pap,1.00
3491,paper,3.82
3492,par,2.17
3493,para,1.60
3494,parade,4.20
3495,parcel,2.55
3496,parchment,3.18
3497,pardon,4.00
3498,pare,1.64
3499,parent,4.55
3500,parish,3.30
3501,park,2.00
3502,parka,5.40
3503,parlay,1.91
3504,parlor,3.18
3505,parlour,3.33
3506,parole,2.70
3507,parrot,4.90
3508,parry,1.73
3509,parsley,3.18
3510,part,1.18
3511,partake,2.30
3512,partial,1.70
3513,partner,3.55
3514,partridge,3.20
3515,party,4.80
3516,pass,2.10
3517,passage,3.00
3518,passion,4.27
3519,passive,2.10
3520,past,2.08
3521,pasta,5.70
3522,paste,3.60
3523,pastor,2.27
3524,pastry,4.36
3525,pasture,4.09
3526,pasty,3.18
3527,pat,1.64
3528,patch,1.91
3529,patent,1.70
3530,path,2.82
3531,patient,2.90
3532,patrol,2.60
3533,patron,2.80
3534,patter,3.09
3535,pattern,3.40
3536,paunch,2.09
3537,pause,2.50
3538,pave,2.80
3539,paw,4.00
3540,pawn,1.64
3541,pay,2.09
3542,payment,3.27
3543,pea,4.45
3544,peace,2.91
3545,peach,4.18
3546,peacock,4.82
3547,peak,2.91
3548,peal,2.70
3549,peanut,4.00
3550,pear,3.80
3551,pearl,3.20
3552,peasant,3.50
3553,peat,2.09
3554,pebble,3.64
3555,pecan,3.78
3556,peck,3.00
3557,pedal,3.60
3558,peddle,3.00
3559,peek,3.00
3560,peel,3.50
3561,peep,2.70
3562,peer,2.83
3563,peeve,1.82
3564,peg,2.73
3565,pellet,2.30
3566,pelt,3.27
3567,pelvis,4.00
3568,pen,4.00
3569,penal,2.64
3570,penance,1.80
3571,pence,1.67
3572,penchant,1.55
3573,pencil,3.55
3574,pendant,2.70
3575,penguin,5.40
3576,pennant,2.90
3577,pension,1.91
3578,pent,1.30
3579,people,4.64
3580,pep,1.20
3581,pepper,4.73
3582,per,1.27
3583,perceive,2.20
3584,percent,2.20
3585,perch,2.45
3586,perchance,1.55
3587,perfect,2.80
3588,perform,3.18
3589,perfume,4.50
3590,perhaps,1.40
3591,peril,3.27
3592,perish,2.82
3593,perk,2.09
3594,permit,2.82
3595,persist,2.20
3596,person,4.30
3597,persuade,3.20
3598,pert,1.27
3599,perverse,1.60
3600,pervert,3.20
3601,pesky,3.09
3602,pest,3.00
3603,pestle,2.33
3604,pet,4.27
3605,petal,4.18
3606,petite,3.45
3607,petrol,3.18
3608,petty,2.18
3609,pew,3.00
3610,phantom,3.55
3611,phase,1.20
3612,pheasant,3.09
3613,phone,4.18
3614,phony,3.90
3615,photon,3.22
3616,phrase,2.27
3617,physics,3.40
3618,physique,5.00
3619,pick,3.36
3620,picket,2.64
3621,pickle,4.18
3622,pickup,3.30
3623,picnic,4.00
3624,picture,5.10
3625,piece,3.09
3626,pier,2.27
3627,pierce,4.10
3628,pig,2.50
3629,pigeon,3.80
3630,pigsty,3.73
3631,pike,2.30
3632,pile,2.27
3633,pilgrim,3.45
3634,pill,2.27
3635,pillage,2.64
3636,pillar,2.45
3637,pillow,5.20
3638,pilot,4.22
3639,pimp,2.60
3640,pimple,5.09
3641,pin,2.18
3642,pinch,4.00
3643,pine,2.40
3644,ping,3.27
3645,pink,3.08
3646,pint,3.00
3647,pinto,1.90
3648,pious,2.45
3649,pip,1.55
3650,pipe,2.70
3651,pirate,3.00
3652,pistol,3.70
3653,piston,2.80
3654,pit,2.09
3655,pitch,2.64
3656,pith,1.55
3657,pity,3.60
3658,pixie,3.00
3659,pizza,4.82
3660,pizzazz,3.27
3661,place,2.00
3662,placid,3.70
3663,plague,2.83
3664,plaid,1.82
3665,plain,1.64
3666,plaintiff,2.30
3667,plan,1.91
3668,plane,3.27
3669,planet,3.50
3670,plank,3.73
3671,plankton,2.55
3672,plant,2.64
3673,plaque,1.90
3674,plasma,4.20
3675,plastic,4.10
3676,plate,2.60
3677,plateau,2.73
3678,platform,3.45
3679,platoon,2.50
3680,play,3.10
3681,plaza,3.27
3682,plea,3.67
3683,plead,2.73
3684,pleasant,4.09
3685,please,2.10
3686,pleasure,4.73
3687,pleat,1.36
3688,pled,1.90
3689,pledge,2.00
3690,plenty,2.80
3691,pliers,4.20
3692,plight,2.36
3693,plod,2.33
3694,plop,4.33
3695,plow,2.50
3696,ploy,1.55
3697,pluck,3.80
3698,plug,2.09
3699,plum,3.30
3700,plumb,2.20
3701,plumber,4.60
3702,plume,3.20
3703,plump,2.82
3704,plunder,2.64
3705,plunge,2.70
3706,plunk,2.20
3707,plural,1.18
3708,plus,1.36
3709,plush,2.45
3710,ply,1.20
3711,poach,1.45
3712,pocket,2.50
3713,pod,1.55
3714,poem,4.56
3715,poet,4.00
3716,pogo,3.20
3717,poignant,2.55
3718,point,3.27
3719,poise,2.45
3720,poison,5.00
3721,poke,3.10
3722,poker,2.60
3723,polar,4.30
3724,pole,1.64
3725,police,5.10
3726,polish,3.40
3727,polite,3.18
3728,polka,3.27
3729,poll,2.50
3730,pollen,3.73
3731,polo,3.55
3732,pomp,1.80
3733,poncho,4.40
3734,pond,3.50
3735,ponder,3.90
3736,pony,3.80
3737,pooch,3.82
3738,poodle,5.00
3739,poof,2.73
3740,poop,4.17
3741,poor,2.36
3742,pop,4.64
3743,pope,3.92
3744,poppy,3.91
3745,porch,2.73
3746,pork,2.60
3747,porridge,3.91
3748,port,2.55
3749,portal,3.30
3750,portion,2.60
3751,portrait,4.10
3752,portray,2.73
3753,pose,1.82
3754,posh,2.36
3755,posse,3.30
3756,possess,2.10
3757,possum,3.50
3758,postal,2.55
3759,poster,3.09
3760,posture,3.36
3761,pot,3.82
3762,potent,3.82
3763,potion,4.70
3764,potty,4.40
3765,pouch,2.67
3766,poultry,4.36
3767,pounce,4.09
3768,pound,3.27
3769,pour,3.00
3770,pout,3.33
3771,powder,3.73
3772,power,4.80
3773,pox,2.09
3774,practice,4.27
3775,prairie,3.80
3776,praise,2.70
3777,prance,2.09
3778,prank,2.45
3779,pray,2.64
3780,prayer,3.33
3781,preach,3.42
3782,precinct,2.09
3783,precious,4.60
3784,precise,3.00
3785,predict,2.30
3786,preface,2.10
3787,prefer,2.00
3788,pregnant,3.73
3789,prelude,1.73
3790,premier,2.70
3791,premise,1.70
3792,prepare,2.64
3793,presence,2.18
3794,present,3.10
3795,preserve,2.36
3796,preserves,3.64
3797,press,3.08
3798,pressure,4.60
3799,prestige,3.10
3800,presto,1.80
3801,presume,2.10
3802,pretend,2.64
3803,pretty,4.90
3804,pretzel,5.10
3805,prevail,2.40
3806,prevent,1.70
3807,prey,2.18
3808,price,1.40
3809,prick,4.18
3810,pride,2.70
3811,priest,1.90
3812,prim,2.00
3813,prima,1.18
3814,primal,3.30
3815,primate,3.00
3816,prime,1.50
3817,primp,2.27
3818,prince,3.36
3819,princess,4.40
3820,print,2.27
3821,prior,1.55
3822,prism,3.00
3823,prison,4.20
3824,pristine,4.36
3825,private,2.82
3826,privilege,3.30
3827,privy,2.18
3828,prize,2.20
3829,pro,2.91
3830,probe,2.36
3831,problem,2.60
3832,proceed,2.45
3833,process,2.30
3834,proclaim,2.20
3835,prod,2.50
3836,produce,3.80
3837,product,1.90
3838,profane,3.18
3839,profile,2.45
3840,profit,2.30
3841,profound,2.91
3842,program,2.33
3843,progress,2.36
3844,project,3.20
3845,prom,3.73
3846,promise,2.50
3847,promo,2.36
3848,promote,2.60
3849,prompt,1.73
3850,prone,1.50
3851,prong,1.64
3852,pronounce,2.60
3853,pronto,2.64
3854,proof,2.10
3855,prop,1.55
3856,propane,3.09
3857,proper,2.30
3858,prose,1.60
3859,prospect,1.73
3860,prosper,2.30
3861,prostate,2.80
3862,protect,3.82
3863,protein,3.90
3864,protest,4.20
3865,proud,3.09
3866,prove,1.60
3867,proverb,2.64
3868,provide,2.30
3869,province,2.00
3870,provoke,3.00
3871,provost,2.10
3872,prow,1.50
3873,prowess,2.18
3874,prowl,2.82
3875,proxy,2.09
3876,prude,2.30
3877,prudent,2.00
3878,prune,2.55
3879,pry,2.50
3880,psalm,1.45
3881,psychic,3.45
3882,psycho,4.36
3883,pub,3.08
3884,public,3.00
3885,publish,2.40
3886,puck,2.50
3887,pudding,6.30
3888,puddle,5.20
3889,pudgy,4.18
3890,puff,3.30
3891,pug,1.80
3892,puke,4.83
3893,pull,2.50
3894,pulp,3.55
3895,pulpit,3.20
3896,pulsar,1.73
3897,pulse,4.00
3898,pump,3.73
3899,pumpkin,4.73
3900,pun,2.00
3901,punch,4.55
3902,puncture,4.36
3903,punish,3.82
3904,punk,2.27
3905,punt,2.82
3906,puny,3.00
3907,pup,3.67
3908,pupil,2.91
3909,puppet,4.80
3910,puppy,5.60
3911,purchase,2.70
3912,pure,2.60
3913,purge,3.73
3914,purple,4.56
3915,purpose,2.80
3916,purr,4.45
3917,purse,3.00
3918,pursue,4.60
3919,pursuit,3.10
3920,pus,5.10
3921,push,2.40
3922,put,1.30
3923,putrid,4.45
3924,putt,1.09
3925,putty,3.64
3926,puzzle,3.90
3927,pygmy,3.50
3928,pylon,2.40
3929,pyre,1.91
3930,python,3.55
3931,quack,4.60
3932,quad,3.08
3933,quadrant,1.70
3934,quail,1.73
3935,quaint,2.92
3936,quake,4.09
3937,qualm,2.09
3938,quantum,2.18
3939,quarrel,3.70
3940,quarry,3.60
3941,quart,2.42
3942,quarter,4.00
3943,quartet,3.09
3944,quartz,3.27
3945,quay,1.55
3946,queasy,4.70
3947,queen,3.00
3948,queer,2.82
3949,quell,2.00
3950,quench,2.70
3951,query,1.82
3952,quest,2.18
3953,question,3.00
3954,queue,2.60
3955,quibble,2.27
3956,quick,2.00
3957,quiet,3.55
3958,quill,2.64
3959,quilt,2.45
3960,quinine,1.82
3961,quip,1.55
3962,quirk,1.91
3963,quit,2.67
3964,quite,1.55
3965,quiz,2.92
3966,quota,1.45
3967,quote,3.45
3968,rabbi,4.00
3969,rabbit,4.50
3970,rabble,2.18
3971,rabid,3.91
3972,raccoon,4.10
3973,race,3.10
3974,rack,1.91
3975,racket,3.60
3976,racy,3.10
3977,radish,5.11
3978,raffle,2.80
3979,raft,2.50
3980,rag,3.18
3981,rage,2.82
3982,raid,2.83
3983,rail,2.73
3984,rainbow,5.30
3985,raise,2.27
3986,raisin,4.00
3987,rake,2.30
3988,rally,3.18
3989,ram,3.73
3990,ramble,3.00
3991,ramp,2.60
3992,rampage,3.27
3993,rampant,2.09
3994,rampart,2.18
3995,ran,3.64
3996,ranch,2.73
3997,random,2.00
3998,rang,4.36
3999,range,1.70
4000,rank,2.27
4001,ransom,2.80
4002,rant,3.91
4003,rap,3.40
4004,rape,4.10
4005,rapid,3.60
4006,rapids,5.40
4007,rapport,2.18
4008,rapt,1.55
4009,rapture,3.18
4010,rare,1.82
4011,rascal,2.55
4012,rash,3.27
4013,rasp,3.45
4014,rat,2.80
4015,ratchet,3.00
4016,rate,1.20
4017,rather,1.60
4018,ration,2.90
4019,rattle,3.09
4020,ravage,2.60
4021,rave,4.36
4022,raven,4.27
4023,ravine,3.90
4024,raw,3.70
4025,ray,2.00
4026,rays,3.20
4027,razor,4.73
4028,reach,2.27
4029,ready,1.80
4030,really,2.27
4031,realm,1.82
4032,ream,1.73
4033,reap,1.80
4034,rear,2.36
4035,reason,1.80
4036,rebel,2.80
4037,reboot,2.40
4038,recall,2.82
4039,recant,1.90
4040,recap,1.90
4041,receipt,4.10
4042,receive,2.36
4043,recent,1.60
4044,recess,3.45
4045,reckon,1.55
4046,recluse,2.40
4047,record,3.40
4048,recourse,2.00
4049,recruit,3.09
4050,red,4.10
4051,redeem,2.20
4052,reduce,1.50
4053,reed,2.55
4054,reef,2.80
4055,reefer,4.70
4056,reek,4.00
4057,reel,3.00
4058,refer,2.00
4059,reflect,3.60
4060,reflex,3.60
4061,refrain,2.36
4062,refuge,2.27
4063,refund,1.55
4064,refuse,3.27
4065,refute,1.91
4066,regal,3.30
4067,regard,1.91
4068,regent,2.60
4069,reggae,4.00
4070,regime,2.80
4071,region,1.91
4072,regret,2.50
4073,rehab,3.60
4074,rehearse,3.20
4075,reign,1.73
4076,rein,1.30
4077,reindeer,4.45
4078,reject,3.00
4079,rejoice,4.18
4080,relapse,3.91
4081,relate,1.56
4082,relay,2.60
4083,release,2.82
4084,relic,2.27
4085,relief,3.00
4086,relieve,2.60
4087,relish,2.55
4088,rely,2.20
4089,remain,1.82
4090,remark,1.91
4091,remind,1.55
4092,remiss,2.00
4093,remote,3.30
4094,remove,2.90
4095,rend,2.18
4096,render,1.60
4097,renounce,1.73
4098,rent,1.82
4099,rental,3.00
4100,repair,2.73
4101,repeat,2.10
4102,repel,3.00
4103,repent,2.90
4104,replace,2.50
4105,reply,2.27
4106,report,2.90
4107,repose,1.10
4108,reprieve,2.09
4109,reptile,4.45
4110,request,2.18
4111,require,2.00
4112,rescind,1.36
4113,rescue,3.36
4114,research,2.50
4115,resent,2.10
4116,reserve,2.27
4117,resign,2.27
4118,resin,2.82
4119,resist,2.36
4120,resolve,2.40
4121,resort,3.40
4122,resource,2.30
4123,respect,2.20
4124,respond,2.00
4125,response,2.20
4126,rest,2.82
4127,restore,2.27
4128,restrain,3.10
4129,restraint,3.30
4130,restrict,2.60
4131,result,2.45
4132,retail,2.10
4133,retain,2.09
4134,retch,3.09
4135,retire,2.09
4136,retract,2.10
4137,retreat,3.80
4138,retrieve,2.10
4139,return,1.90
4140,reuben,2.90
4141,rev,2.40
4142,reveal,3.40
4143,revel,2.55
4144,revenge,4.10
4145,revere,2.10
4146,reverse,4.00
4147,revert,1.82
4148,review,2.36
4149,revise,1.64
4150,revive,3.45
4151,revoke,2.40
4152,revolt,3.18
4153,revue,1.70
4154,reward,3.60
4155,rhino,4.82
4156,rhubarb,4.50
4157,rhyme,2.00
4158,rhythm,4.18
4159,rib,2.27
4160,ribbon,3.20
4161,rice,2.82
4162,rich,2.80
4163,rid,1.20
4164,riddle,3.00
4165,ride,3.00
4166,ridge,1.60
4167,riffraff,2.27
4168,rift,2.20
4169,rig,1.82
4170,right,2.91
4171,rigor,3.45
4172,rile,2.00
4173,rim,3.55
4174,rind,1.60
